codigo,clase,propiedad,superficie,instalado,numero_suc,elemento,localidad,provincia,coca,ipid,central,miga,estado,cedido_por,tipo,long x,latit y,id,valor,f_valor,icon_url
POSTE32,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808067",,,4,,,,,"5085",,,./0.png
POSTE31,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808066",,,4,,,,,"5086",,,./0.png
"7911284",H,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5087",,,./0.png
"7911285",D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5088",,,./0.png
VAVAD093,A80,adif,ocupacion,2008/04/22,N/A,arqueta,Valladolid,Valladolid,,,,,1,,,,,"5089",,,./0.png
POSTE34,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808069",,,4,,,,,"5090",,,./0.png
POSTE33,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808068",,,4,,,,,"5091",,,./0.png
POSTE1,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807987",,,4,,,,,"5092",,,./0.png
POSTE27,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807991",,,4,,,,,"5096",,,./0.png
POSTE28,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807999",,,4,,,,,"5097",,,./0.png
POSTE25,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807989",,,4,,,,,"5098",,,./0.png
POSTE26,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807990",,,4,,,,,"5099",,,./0.png
POSTE18,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808003",,,4,,,,,"5100",,,./0.png
POSTE19,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808004",,,4,,,,,"5101",,,./0.png
POSTE96,E,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808009",,,4,,,,,"5102",,,./0.png
POSTE95,E,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808008",,,4,,,,,"5103",,,./0.png
POSTE22,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808007",,,4,,,,,"5104",,,./0.png
"7807893",D,tesa,ocupacion,2001/01/01,,arqueta,Algeciras,Cadiz,,"7807893",,,4,,,,,"5105",,,./0.png
POSTE20,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808005",,,4,,,,,"5106",,,./0.png
POSTE21,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808006",,,4,,,,,"5107",,,./0.png
POSTE8,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807957",,,4,,,,,"5108",,,./0.png
POSTE9,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807958",,,4,,,,,"5109",,,./0.png
POSTE6,B,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807905",,,4,,,,,"5110",,,./0.png
POSTE7,E,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807956",,,4,,,,,"5111",,,./0.png
POSTE12,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807941",,,4,,,,,"5112",,,./0.png
POSTE13,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807942",,,4,,,,,"5113",,,./0.png
POSTE10,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807959",,,4,,,,,"5114",,,./0.png
POSTE11,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807940",,,4,,,,,"5115",,,./0.png
POSTE1,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807900",,,4,,,,,"5116",,,./0.png
POSTE205,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7808160",,,4,,,,,"5117",,,./0.png
CR121,gLR,tesa,ocupacion,2001/01/01,,arqueta,Algeciras,Cadiz,,"7807869",,,4,,,,,"5118",,,./0.png
ARQUETA1,D,tesa,ocupacion,2001/01/01,,arqueta,Algeciras,Cadiz,,"7807868",,,4,,,,,"5119",,,./0.png
POSTE3,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807903",,,4,,,,,"5120",,,./0.png
POSTE4,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807904",,,4,,,,,"5121",,,./0.png
POSTE1,C,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807901",,,4,,,,,"5122",,,./0.png
POSTE2,D,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7807902",,,4,,,,,"5123",,,./0.png
CRICAD056,A60,gtd,microzanja,2001/01/01,,arqueta,Barbate,Cadiz,,,,,4,,,,,"5124",,,./0.png
CRICAD054,A60,gtd,microzanja,2001/01/01,,arqueta,Barbate,Cadiz,,,,,4,,,,,"5125",,,./0.png
CRICAD055,A60,gtd,microzanja,2001/01/01,,arqueta,Barbate,Cadiz,,,,,4,,,,,"5126",,,./0.png
CRICAD052,A60,gtd,microzanja,2001/01/01,,arqueta,Barbate,Cadiz,,,,,4,,,,,"5127",,,./0.png
CRICAD053,A60,gtd,microzanja,2001/01/01,,arqueta,Barbate,Cadiz,,,,,4,,,,,"5128",,,./0.png
POSTE149,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916782",tarifa/eolo_5,1122005,4,,,,,"5129",,,./0.png
POSTE148,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916781",tarifa/eolo_5,1122005,4,,,,,"5130",,,./0.png
POSTE151,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916784",tarifa/eolo_5,1122005,4,,,,,"5131",,,./0.png
POSTE144,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916300",tarifa/eolo_5,1122005,4,,,,,"5132",,,./0.png
POSTE147,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916298",tarifa/eolo_5,1122005,4,,,,,"5133",,,./0.png
POSTE146,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916299",tarifa/eolo_5,1122005,4,,,,,"5134",,,./0.png
POSTE157,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916790",tarifa/eolo_5,1122005,4,,,,,"5135",,,./0.png
POSTE156,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916789",tarifa/eolo_5,1122005,4,,,,,"5136",,,./0.png
POSTE159,B,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916351",tarifa/eolo_5,1122005,4,,,,,"5137",,,./0.png
POSTE158,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916791",tarifa/eolo_5,1122005,4,,,,,"5138",,,./0.png
POSTE153,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916786",tarifa/eolo_5,1122005,4,,,,,"5139",,,./0.png
POSTE152,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916785",tarifa/eolo_5,1122005,4,,,,,"5140",,,./0.png
POSTE155,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916788",tarifa/eolo_5,1122005,4,,,,,"5141",,,./0.png
POSTE154,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916787",tarifa/eolo_5,1122005,4,,,,,"5142",,,./0.png
POSTE69,TB400,tesa,aereo,2001/01/01,627SUCW37992017031400,poste,Vejer de la Frontera,Cadiz,,"8065638",vejer de la frontera_1,1162003,4,,,,,"5143",,,./0.png
POSTE67D,TB630,tesa,aereo,2001/01/01,627SUCW37992017031400,poste,Vejer de la Frontera,Cadiz,,"8065636",vejer de la frontera_1,1162003,4,,,,,"5144",,,./0.png
POSTE68,TB630,tesa,aereo,2001/01/01,627SUCW37992017031400,poste,Vejer de la Frontera,Cadiz,,"8065637",vejer de la frontera_1,1162003,4,,,,,"5145",,,./0.png
POSTE66,A,tesa,aereo,2001/01/01,627SUCW37992017031400,poste,Vejer de la Frontera,Cadiz,,"8065635",vejer de la frontera_1,1162003,4,,,,,"5146",,,./0.png
POSTE220,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7840100",la peña,1122008,4,,,,,"5148",,,./0.png
POSTE165,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916795",tarifa/eolo-6,1122005,4,,,,,"5149",,,./0.png
POSTE164,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916794",tarifa/eolo-6,1122005,4,,,,,"5150",,,./0.png
BABAR829422,A1,gtd,acerado,2018/09/17,,arqueta,Barcelona,Barcelona,,,,,1,,,,,"5151","5",2021/01/01,./0.png
POSTE167,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916797",tarifa/eolo-6,1122005,4,,,,,"5152",,,./0.png
POSTE166,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916796",tarifa/eolo-6,1122005,4,,,,,"5153",,,./0.png
POSTE163,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916793",tarifa/eolo-6,1122005,4,,,,,"5154",,,./0.png
"7911287",D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5155",,,./0.png
CR 6551,gBR,tesa,canalizacion,,627SUCW16642018110700,arqueta,Madrid,Madrid,,,,,3,,,443149.37130653,4483191.26054929,"5156",,,./0.png
CR63,GEN,tesa,ocupacion,2001/01/01,627SUCW05412017022700,arqueta,Chiclana de la Frontera,Cadiz,,"7935163",Chiclana/Alamo,1111001,3,,,,,"5157",,,./0.png
POSTE106,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017986",barbate_1,1162001,3,,,,,"5158",,,./0.png
POSTE107,C,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017985",barbate_1,1162001,3,,,,,"5159",,,./0.png
POSTE104,C,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017988",barbate_1,1162001,3,,,,,"5160",,,./0.png
POSTE105,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017987",barbate_1,1162001,3,,,,,"5161",,,./0.png
POSTE108,C,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017984",barbate_1,1162001,3,,,,,"5162",,,./0.png
POSTE98,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017992",barbate_1,1162001,3,,,,,"5163",,,./0.png
POSTE99,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017991",barbate_1,1162001,3,,,,,"5164",,,./0.png
POSTE94,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017996",barbate_1,1162001,3,,,,,"5165",,,./0.png
POSTE97,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017993",barbate_1,1162001,3,,,,,"5166",,,./0.png
POSTE102,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017989",barbate_1,1162001,3,,,,,"5167",,,./0.png
POSTE160,TC1600,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8018140",barbate_1,1162001,3,,,,,"5168",,,./0.png
POSTE100,C,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017997",barbate_1,1162001,3,,,,,"5169",,,./0.png
POSTE101,C,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017990",barbate_1,1162001,3,,,,,"5170",,,./0.png
POSTE90,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8018001",barbate_1,1162001,3,,,,,"5171",,,./0.png
POSTE92,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8018105",barbate_1,1162001,3,,,,,"5172",,,./0.png
CR 95,gABPF,tesa,,,,arqueta,Altea,Valencia,,,,,3,,,,,"5173",,,./0.png
CR 2,GEN,tesa,,,,arqueta,Calpe,Valencia,,,,,3,,,,,"5174",,,./0.png
POSTE42,C,tesa,aereo,2019/02/07,627SUCW37252017031400,poste,Vejer de la Frontera,Cadiz,,"7912720",la muela de vejer,1162008,3,,,,,"5176",,,./0.png
CR24 BIS,GEN,tesa,ocupacion,2001/01/01,627SUCW64322017032700,arqueta,Chiclana de la Frontera,Cadiz,,"7934595",Chiclana/Alamo,1111001,3,,,,,"5177",,,./0.png
CR122,gBR,tesa,ocupacion,2001/01/01,627SUCW64322017032700,arqueta,Chiclana de la Frontera,Cadiz,,"7934879",Chiclana/Alamo,1111001,3,,,,,"5178",,,./0.png
CR0,GEN A0,tesa,ocupacion,2017/10/05,627SUCW23152017030700,arqueta,Conil de la Frontera,Cadiz,,"8072029",conil/trafalgar_4,1162002,3,,,,,"5179",,,./0.png
"8065394",H,tesa,ocupacion,2017/10/05,627SUCW38412017031400,arqueta,Vejer de la Frontera,Cadiz,"20","8065394",vejer de la frontera_4,1162003,3,,,,,"5180",,,./0.png
"7911342",D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5182",,,./0.png
ARQ 79,D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"20470155",,,4,,,,,"5183",,,./0.png
"7911343",,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5184",,,./0.png
"7911286",h,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5185",,,./0.png
CR S/N,gBR,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"7911271",,,4,,,,,"5186",,,./0.png
"7911272",D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5187",,,./0.png
"7911275",D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5188",,,./0.png
"7911288",D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5189",,,./0.png
"7911289",D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5190",,,./0.png
POSTE62D,TB400,tesa,aereo,2001/01/01,627SUCW37992017031400,poste,Vejer de la Frontera,Cadiz,,"8065880",vejer de la frontera_1,1162003,3,,,,,"5191",,,./0.png
POSTE60,TB400,tesa,aereo,2001/01/01,627SUCW37992017031400,poste,Vejer de la Frontera,Cadiz,,"8065882",vejer de la frontera_1,1162003,3,,,,,"5192",,,./0.png
POSTE61,TB400,tesa,aereo,2001/01/01,627SUCW37992017031400,poste,Vejer de la Frontera,Cadiz,,"8065881",vejer de la frontera_1,1162003,3,,,,,"5193",,,./0.png
POSTE58,TB630,tesa,aereo,2001/01/01,627SUCW37992017031400,poste,Vejer de la Frontera,Cadiz,,"8065884",vejer de la frontera_1,1162003,3,,,,,"5194",,,./0.png
POSTE59D,TB630,tesa,aereo,2001/01/01,627SUCW37992017031400,poste,Vejer de la Frontera,Cadiz,,"8065883",vejer de la frontera_1,1162003,3,,,,,"5195",,,./0.png
POSTE162,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916792",tarifa/eolo-6,1122005,4,,,,,"5196",,,./0.png
POSTE123,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017969",barbate_1,1162001,3,,,,,"5197",,,./0.png
POSTE131,C,tesa,aereo,2001/01/01,627SUCW52662017032100,poste,Barbate,Cadiz,,"8017964",barbate_1,1162001,3,,,,,"5198",,,./0.png
POSTE125,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017962",barbate_1,1162001,3,,,,,"5199",,,./0.png
POSTE124,D,tesa,aereo,2001/01/01,627SUCW52382017032100,poste,Barbate,Cadiz,,"8017968",barbate_1,1162001,3,,,,,"5200",,,./0.png
POSTE132,D,tesa,aereo,2001/01/01,627SUCW52662017032100,poste,Barbate,Cadiz,,"8017963",barbate_1,1162001,3,,,,,"5201",,,./0.png
POSTE173,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916803",tarifa/eolo-6,1122005,4,,,,,"5202",,,./0.png
POSTE172,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916802",tarifa/eolo-6,1122005,4,,,,,"5203",,,./0.png
POSTE175,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916805",tarifa/eolo-6,1122005,4,,,,,"5204",,,./0.png
POSTE174,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916804",tarifa/eolo-6,1122005,4,,,,,"5205",,,./0.png
POSTE169,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916799",tarifa/eolo-6,1122005,4,,,,,"5206",,,./0.png
POSTE168,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916798",tarifa/eolo-6,1122005,4,,,,,"5207",,,./0.png
POSTE171,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916801",tarifa/eolo-6,1122005,4,,,,,"5208",,,./0.png
POSTE170,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916800",tarifa/eolo-6,1122005,4,,,,,"5209",,,./0.png
POSTE125,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916769",tarifa/eolo_4,1122005,4,,,,,"5210",,,./0.png
POSTE124,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916768",tarifa/eolo_4,1122005,4,,,,,"5211",,,./0.png
POSTE127,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916771",tarifa/eolo_4,1122005,4,,,,,"5212",,,./0.png
POSTE126,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916770",tarifa/eolo_4,1122005,4,,,,,"5213",,,./0.png
POSTE121,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916765",tarifa/eolo_4,1122005,4,,,,,"5214",,,./0.png
POSTE121,TC1250,tesa,aereo,2001/01/01,627SUCW52662017032100,poste,Barbate,Cadiz,,"8018276",barbate_1,1162001,3,,,,,"5215",,,./0.png
POSTE120,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916764",tarifa/eolo_4,1122005,4,,,,,"5216",,,./0.png
POSTE123,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916767",tarifa/eolo_4,1122005,4,,,,,"5217",,,./0.png
POSTE122,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916766",tarifa/eolo_4,1122005,4,,,,,"5218",,,./0.png
POSTE133,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916777",tarifa/eolo_4,1122005,4,,,,,"5219",,,./0.png
POSTE132,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916776",tarifa/eolo_4,1122005,4,,,,,"5220",,,./0.png
POSTE135,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916778",tarifa/eolo_5,1122005,4,,,,,"5221",,,./0.png
POSTE134,TA100,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,,tarifa/eolo_5,1122005,4,,,,,"5222",,,./0.png
POSTE129,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916773",tarifa/eolo_4,1122005,4,,,,,"5223",,,./0.png
POSTE128,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916772",tarifa/eolo_4,1122005,4,,,,,"5224",,,./0.png
POSTE131,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916775",tarifa/eolo_4,1122005,4,,,,,"5225",,,./0.png
POSTE130,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916774",tarifa/eolo_4,1122005,4,,,,,"5226",,,./0.png
POSTE141,C,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916303",tarifa/eolo_5,1122005,4,,,,,"5227",,,./0.png
POSTE140,C,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916302",tarifa/eolo_5,1122005,4,,,,,"5228",,,./0.png
POSTE143,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916780",tarifa/eolo_5,1122005,4,,,,,"5229",,,./0.png
POSTE142,E,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916779",tarifa/eolo_5,1122005,4,,,,,"5230",,,./0.png
POSTE136,C,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916306",tarifa/eolo_5,1122005,4,,,,,"5231",,,./0.png
MAMAL003,A70,gtd,,,,arqueta,Malaga,Malaga,,,,,4,,,,,"5232",,,./0.png
MAMAL002,A70,gtd,,,,arqueta,Malaga,Malaga,,,,,4,,,,,"5233",,,./0.png
MAMAL001,A120,gtd,,,,arqueta,Malaga,Malaga,,,,,4,,,,,"5234",,,./0.png
"7911273",D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5235",,,./0.png
"7911274",D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,,,,4,,,,,"5236",,,./0.png
ARQ 12,D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275681",,,4,,,,,"5237",,,./0.png
ARQ 13,D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275682",,,4,,,,,"5238",,,./0.png
ARQ 19,D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275692",,,4,,,,,"5239",,,./0.png
"8017565",D,tesa,ocupacion,2001/01/01,627SUCW52662017032100,arqueta,Barbate,Cadiz,,"8017565",barbate_1,1162001,3,,,,,"5240",,,./0.png
ARQ 18,H,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275691",,,4,,,,,"5241",,,./0.png
ARQ 17,H,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275690",,,4,,,,,"5242",,,./0.png
ARQ 16,H,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275688",,,4,,,,,"5243",,,./0.png
ARQ 14,H,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275686",,,4,,,,,"5244",,,./0.png
ARQ 15,H,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275687",,,4,,,,,"5245",,,./0.png
ARQ 47,D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16602077",,,4,,,,,"5246",,,./0.png
ARQ 22,H,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275696",,,4,,,,,"5247",,,./0.png
ARQ 20,D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16275694",,,4,,,,,"5248",,,./0.png
ARQ 34,D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16598272",,,4,,,,,"5249",,,./0.png
ARQ 50,D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16602080",,,4,,,,,"5250",,,./0.png
ARQ 48,D,tesa,,,627SUCW96112020052600,arqueta,Tarifa,Cadiz,,"16602078",,,4,,,,,"5251",,,./0.png
POSTE72,D,tesa,aereo,2001/01/01,627SUCW51752017032100,poste,Barbate,Cadiz,,"8065815",vejer de la frontera_5,1162003,3,,,,,"5252",,,./0.png
SEVCN014,A1,gtd,ocupacion,2017/03/22,,arqueta,Valencina de la Concepcion,Sevilla,"20",,,,1,,,,,"5253","3",2021/01/01,./0.png
SEVCN015,A1,gtd,ocupacion,2017/03/22,,arqueta,Valencina de la Concepción,Sevilla,,,,,1,,,,,"5254","3",2021/01/01,./0.png
CR37,gBR,tesa,ocupacion,2017/10/05,627SUCW38732017031400,arqueta,Barbate,Cadiz,"20","8017450",barbate_2,1162001,3,,,,,"5255",,,./0.png
"7984861",d,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5256",,,./0.png
"7984862",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5257",,,./0.png
"7984873",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5258",,,./0.png
ARQ 821,D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,"7984872",,,4,,,,,"5259",,,./0.png
"7984875",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5260",,,./0.png
"7984874",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5261",,,./0.png
"7984781",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5262",,,./0.png
"7984762",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5263",,,./0.png
"7984756",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5264",,,./0.png
ARQ 868,D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,"7984763",,,4,,,,,"5265",,,./0.png
"7984752",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5266",,,./0.png
"7984753",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5267",,,./0.png
"7984754",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5268",,,./0.png
"7984750",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5269",,,./0.png
"7984751",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5270",,,./0.png
"7984749",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5271",,,./0.png
"7984871",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5272",,,./0.png
"7984783",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5273",,,./0.png
"7984868",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5274",,,./0.png
"7984902",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5275",,,./0.png
"7984903",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5276",,,./0.png
"7984904",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5277",,,./0.png
"7984905",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5278",,,./0.png
"7984866",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5279",,,./0.png
"7984867",D,tesa,,,627SUCW02572020052900,arqueta,La Linea de la Concepcion,Cadiz,,,,,4,,,,,"5280",,,./0.png
