codigo,clase,propiedad,superficie,instalado,numero_suc,elemento,localidad,provincia,coca,ipid,central,miga,estado,cedido_por,tipo,long x,latit y,id,valor,f_valor,icon_url
CR2283,CAMARA,tesa,ocupacion,2016/05/15,627SUCW57662015042700,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3027","3",2021/01/01,./0.png
CR1012,CAMARA,tesa,ocupacion,2016/05/15,627SUCW57662015042700,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3028","3",2021/01/01,./0.png
CR27,JR,tesa,ocupacion,2016/02/12,627SUCW83452015081800,arqueta,Coria del Rio,Sevilla,,,,,3,,,,,"3029","5",2021/01/01,./0.png
CR8,A,tesa,ocupacion,2016/02/12,627SUCW95342015061500,arqueta,Coria del Rio,Sevilla,,,,,3,,,,,"3030","5",2021/01/01,./0.png
CR6,BE,tesa,ocupacion,2016/02/12,627SUCW95342015061500,arqueta,Coria del Rio,Sevilla,,,,,3,,,,,"3031","5",2021/01/01,./0.png
CR7,B,tesa,ocupacion,2016/02/12,627SUCW95342015061500,arqueta,Coria del Rio,Sevilla,,,,,3,,,,,"3032","5",2021/01/01,./0.png
CR46,GEN,tesa,ocupacion,,,arqueta,Zarautz,Guipuzcoa,,,zarautz,2013002,4,,,,,"3033",,,./0.png
ARQ A375,D,tesa,ocupacion,,,arqueta,Zarautz,Guipuzcoa,,,zarautz,2013002,4,,,,,"3034",,,./0.png
CR48,GEN,tesa,ocupacion,,,arqueta,Getaria,Guipuzcoa,,,zarautz,2013002,4,,,,,"3035",,,./0.png
ARQ 473537,GEN,tesa,ocupacion,,,arqueta,Getaria,Guipuzcoa,,,zarautz,2013002,4,,,,,"3036",,,./0.png
POSTE64,C,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7916186",tarifa/eolo_1,1122005,4,,,,,"3037",,,./0.png
AY0376,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3038",,,./0.png
"5642843",D,tesa_adamo,ocupacion,2016/02/12,N/A,arqueta,Mairena del Aljarafe,Sevilla,,,,,3,,,,,"3039","5",2021/01/01,./0.png
CR1011,BR,tesa,ocupacion,2016/05/15,627SUCW57662015042700,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3040","3",2021/01/01,./0.png
CR2000,CAMARA,tesa,ocupacion,,627SUCW94972015051300,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3041","3",2021/01/01,./0.png
CR2001,CAMARA,tesa,ocupacion,,627SUCW94972015051300,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3042","3",2021/01/01,./0.png
SESEV177,A70,gtd,ocupacion,2012/12/12,N/A,arqueta,Sevilla,Sevilla,,,,,1,,,,,"3043","3",2021/01/01,./0.png
SESEV222,A2,gtd,ocupacion,2016/07/07,N/A,arqueta,Sevilla,Sevilla,,,,,1,,,,,"3044","3",2021/01/01,./0.png
CR528,CAMARA,tesa,ocupacion,2016/05/15,627SUCW57662015042700,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3045","3",2021/01/01,./0.png
SESEV218,A2,gtd,ocupacion,2016/07/07,N/A,arqueta,Sevilla,Sevilla,,,,,1,,,,,"3046","3",2021/01/01,./0.png
SESEV219,A1,gtd,ocupacion,2016/07/07,N/A,arqueta,Sevilla,Sevilla,,,,,1,,,,,"3047","3",2021/01/01,./0.png
POSTE 363,TC1600,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3048","5",2021/01/01,./0.png
POSTE 370,TC1600,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3049","5",2021/01/01,./0.png
POSTE 375,TC1600,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3050","5",2021/01/01,./0.png
POSTE 386,TB400,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3051","5",2021/01/01,./0.png
POSTE 390,TC1600,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3052","5",2021/01/01,./0.png
POSTE 394,C,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3053","5",2021/01/01,./0.png
POSTE 395,TC1600,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3054","5",2021/01/01,./0.png
POSTE 502,E,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3055","5",2021/01/01,./0.png
POSTE 396,TC1250,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3056","5",2021/01/01,./0.png
POSTE 411,TC1250,tesa,aereo,,627SUCW76772016082200,poste,Olivares,Sevilla,,,,,3,,,,,"3057","5",2021/01/01,./0.png
POSTE 18,TC1600,tesa,aereo,,627SUCW76932016082200,poste,Villanueva de Ariscal,Sevilla,,,,,3,,,,,"3058","5",2021/01/01,./0.png
"5578765",DF,tesa,ocupacion,2017/02/06,627SUCW77202016082200,arqueta,Villanueva de Ariscal,Sevilla,,,,,3,,,,,"3059","5",2021/01/01,./0.png
POSTE204,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839896",la peña,1122008,4,,,,,"3060",,,./0.png
CR104,JR,tesa,ocupacion,,627SUCW77202016082200,arqueta,Villanueva de Ariscal,Sevilla,"60",,,,3,,,,,"3061","5",2021/01/01,./0.png
CR60,JP,tesa,ocupacion,,627SUCW77202016082200,arqueta,Villanueva de Ariscal,Sevilla,,,,,3,,,,,"3062","5",2021/01/01,./0.png
CR69,ABP,tesa,ocupacion,,627SUCW77202016082200,arqueta,Villanueva de Ariscal,Sevilla,,,,,3,,,,,"3063","5",2021/01/01,./0.png
CR68,ABP,tesa,ocupacion,,627SUCW77202016082200,arqueta,Villanueva de Ariscal,Sevilla,"10",,,,3,,,,,"3064","5",2021/01/01,./0.png
CR35,BR,tesa,ocupacion,,627SUCW76772016082200,arqueta,Olivares,Sevilla,,,,,3,,,,,"3065","5",2021/01/01,./0.png
"5580976",D,tesa,ocupacion,,627SUCW76932016082200,arqueta,Villanueva de Ariscal,Sevilla,,,,,3,,,,,"3066","5",2021/01/01,./0.png
"5580977",D,tesa,ocupacion,,627SUCW76932016082200,arqueta,Villanueva de Ariscal,Sevilla,,,,,3,,,,,"3067","5",2021/01/01,./0.png
CR1007,CAMARA,tesa,ocupacion,2016/05/15,627SUCW57662015042700,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3068","3",2021/01/01,./0.png
CR 1006,gABP,tesa,ocupacion,2016/05/15,627SUCW57662015042700,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3069","3",2021/01/01,./0.png
CR1007,gLP,tesa,ocupacion,2016/05/15,627SUCW57662015042700,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3070","3",2021/01/01,./0.png
CR1010,GEN,tesa,ocupacion,2016/05/15,627SUCW57662015042700,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3071","3",2021/01/01,./0.png
CR1008,CAMARA,tesa,ocupacion,2016/05/15,627SUCW57662015042700,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3072","3",2021/01/01,./0.png
SEBJS044,60x60,gtd,ocupacion,2016/08/09,N/A,arqueta,Bormujos,Sevilla,,,,,1,,,,,"3075","3",2021/01/01,./0.png
POSTE203,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839897",la peña,1122008,4,,,,,"3076",,,./0.png
POSTE206,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839894",la peña,1122008,4,,,,,"3077",,,./0.png
POSTE205,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839895",la peña,1122008,4,,,,,"3078",,,./0.png
"5641016",D,tesa_adamo,ocupacion,2016/02/12,N/A,arqueta,Mairena del Aljarafe,Sevilla,,,,,3,,,,,"3079","5",2021/01/01,./0.png
"5642842",H,tesa_adamo,ocupacion,2016/02/12,N/A,arqueta,Mairena del Aljarafe,Sevilla,,,,,3,,,,,"3080","5",2021/01/01,./0.png
CR134,JR,tesa_adamo,ocupacion,2016/02/12,N/A,arqueta,Mairena del Aljarafe,Sevilla,,,,,3,,,,,"3081","5",2021/01/01,./0.png
CR51,BR,tesa,ocupacion,,627SUCW77482016082200,arqueta,Espartinas,Sevilla,,,,,3,,,,,"3082","5",2021/01/01,./0.png
POSTE 1,C,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3083","5",2021/01/01,./0.png
POSTE 26,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3084","5",2021/01/01,./0.png
POSTE 25,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3085","5",2021/01/01,./0.png
POSTE 37,TC1250,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3086","5",2021/01/01,./0.png
POSTE 24,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3087","5",2021/01/01,./0.png
POSTE 14,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3088","5",2021/01/01,./0.png
POSTE 13,C,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3089","5",2021/01/01,./0.png
POSTE 12,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3090","5",2021/01/01,./0.png
POSTE 11,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3091","5",2021/01/01,./0.png
POSTE 10,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3092","5",2021/01/01,./0.png
POSTE 36,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3093","5",2021/01/01,./0.png
POSTE 35,TC1250,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3094","5",2021/01/01,./0.png
POSTE 9,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3095","5",2021/01/01,./0.png
POSTE 8,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3096","5",2021/01/01,./0.png
POSTE 34,TC1250,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3097","5",2021/01/01,./0.png
POSTE 7,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3098","5",2021/01/01,./0.png
POSTE 6,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3099","5",2021/01/01,./0.png
CR0,BR,tesa,ocupacion,,627SUCW77202016082200,arqueta,Espartinas,Sevilla,"10",,,,3,,,,,"3100","5",2021/01/01,./0.png
CR 35,gTP,tesa,ocupacion,2021/04/01,627SUCW90462019100400,arqueta,Sopelana,Vizcaya,,"2585993",,,3,,,,,"3101",,,./0.png
"7837751",D,tesa,ocupacion,,627SUCW10632018012900/627SUCW91082019021900,arqueta,La Linea de la Concepcion,Cadiz,,,,,3,,,,,"3102",,,./0.png
"7837753",,tesa,ocupacion,,627SUCW10632018012900/627SUCW91082019021900,arqueta,La Linea de la Concepcion,Cadiz,,,,,3,,,,,"3103",,,./0.png
CR 36,gABP,tesa,,2021/04/01,627SUCW90462019100400,arqueta,Sopelana,Vizcaya,,"2585996",,,3,,,,,"3104",,,./0.png
AY0456,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3106",,,./0.png
"7837354",D,tesa,ocupacion,,627SUCW10632018012900/627SUCW91082019021900,arqueta,La Linea de la Concepcion,Cadiz,,,,,3,,,,,"3107",,,./0.png
AY0455,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3108",,,./0.png
CR87,GEN,tesa,ocupacion,,,arqueta,Benalmadena,Malaga,,,,,4,,,,,"3109",,,./0.png
CR86,GEN,tesa,ocupacion,,,arqueta,Benalmadena,Malaga,,,,,4,,,,,"3110",,,./0.png
CR85,GEN,tesa,ocupacion,,,arqueta,Benalmadena,Malaga,,,,,4,,,,,"3111",,,./0.png
CR83,GEN,tesa,ocupacion,,,arqueta,Benalmadena,Malaga,,,,,4,,,,,"3112",,,./0.png
CR84,GEN,tesa,ocupacion,,,arqueta,Benalmadena,Malaga,,,,,4,,,,,"3113",,,./0.png
CR82,GEN NN,tesa,ocupacion,,,arqueta,Benalmadena,Malaga,,,,,4,,,,,"3114",,,./0.png
GTDCAD389,A2,gtd,,2020/03/20,,arqueta,La Linea de la Concepcion,Cadiz,"25",,,,1,,,,,"3115",,,./0.png
CECEU022,A1,gtd,,,,arqueta,Ceuta,Ceuta,,,,,1,,,,,"3116",,,./0.png
AY0422,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3117",,,./0.png
AY0421,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3118",,,./0.png
CR80,GEN,tesa,ocupacion,,,arqueta,Benalmadena,Malaga,,,,,4,,,,,"3119",,,./0.png
CR 40,gBR,tesa,,2021/04/01,627SUCW90462019100400,arqueta,Sopelana,Vizcaya,,"2585997",,,3,,,,,"3120",,,./0.png
CR 44,,tesa,,,,arqueta,Sopelana,Vizcaya,,,,,5,,,,,"3122",,,./0.png
CR 45,gBRF,tesa,ocupacion,,,arqueta,Sopelana,Vizcaya,,,,,2,,,,,"3123",,,./0.png
ARQ 45A3,H,tesa,ocupacion,,,arqueta,Sopelana,Vizcaya,,,,,2,,,,,"3124",,,./0.png
POSTE 5,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3125","5",2021/01/01,./0.png
POSTE 4,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3126","5",2021/01/01,./0.png
CR54,JP,tesa,ocupacion,,627SUCW77962016082200,arqueta,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3127","5",2021/01/01,./0.png
CR53,BR,tesa,ocupacion,,627SUCW77962016082200,arqueta,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3128","5",2021/01/01,./0.png
ADAMO_001,A80,adamo,ocupacion,2016/08/26,N/A,arqueta,San Juan de Aznalfarache,Sevilla,,,,,3,,,,,"3129","3",2021/01/01,./0.png
BORM_TCO_PRI_ARQ_2,A80,otros,ocupacion,,N/A,arqueta,Bormujos,Sevilla,,,,,3,,,,,"3130","3",2021/01/01,./0.png
SEVOL004,A60,gtd,ocupacion,2016/12/12,,arqueta,Villanueva del Ariscal,Sevilla,,,,,1,,,,,"3131","5",2021/01/01,./0.png
SESEP001,A60,tesa,ocupacion,,,arqueta,Espartinas,Sevilla,,,,,3,,,,,"3132","5",2021/01/01,./0.png
SESLM001,A60,tesa,ocupacion,2017/01/19,,arqueta,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3133","5",2021/01/01,./0.png
SEVOL003,a60,gtd,ocupacion,2017/01/12,,arqueta,Olivares,Sevilla,"50",,,,1,,,,,"3134","5",2021/01/01,./0.png
"01",poste,tesa,aereo,2017/02/06,,poste,Villanueva del Ariscal,Sevilla,,,,,3,,,,,"3135","5",2021/01/01,./0.png
S/N,A50,gtd,ocupacion,,,arqueta,Villanueva del Ariscal,Sevilla,,,,,1,,,,,"3136","5",2021/01/01,./0.png
CR 2521,gBR,tesa,ocupacion,,627SUCW75652019040400,arqueta,sondika,vizcaya,,,,,5,,,,,"3137",,,./0.png
AY0394,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3138",,,./0.png
AY0393,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3139",,,./0.png
AY0398,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3140",,,./0.png
AY0400,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3141",,,./0.png
AY0399,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3142",,,./0.png
AY0408,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3143",,,./0.png
AY0406,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3144",,,./0.png
AY0405,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3145",,,./0.png
AY0404,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3146",,,./0.png
AY0403,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3147",,,./0.png
AY0416,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3148",,,./0.png
AY0415,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3149",,,./0.png
AY0390,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3150",,,./0.png
AY0389,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3151",,,./0.png
AY0388,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3152",,,./0.png
SEVNA001,A60,gtd,ocupacion,,,arqueta,Villanueva del Ariscal,Sevilla,,,,,1,,,,,"3153","5",2021/01/01,./0.png
CR 34,GEN,tesa,ocupacion,,627SUCW75652019040400,arqueta,Loiu,Vizcaya,,,,,5,,,,,"3154",,,./0.png
CR 32,GEN,tesa,ocupacion,,627SUCW75652019040400,arqueta,Loiu,Vizcaya,,,,,5,,,,,"3155",,,./0.png
CR 34BIS,GEN,tesa,ocupacion,2021/03/30,627SUCW75372019040400,arqueta,Bilbao,Vizcaya,,,,,3,,,,,"3156",,,./0.png
POSTE 48,B,tesa,aereo,,627SUCW96182018012200,poste,La Linea de la Concepcion,Cadiz,,,,,3,OliveNet,,,,"3157",,,./0.png
CR77,gABP,tesa,ocupacion,,,arqueta,Benalmadena,Malaga,,,,,4,,,,,"3158",,,./0.png
CR76,gABP,tesa,ocupacion,,,arqueta,Benalmadena,Malaga,,,,,4,,,,,"3159",,,./0.png
GTDCAD040,,gtd,,,,,,,,,,,4,,A1,,,"3160",,,./0.png
CR 56 ,gTP,tesa,ocupacion,2016/09/22,SIN SUC,arqueta,Valencina de la Concepción,Sevilla,,,,,3,,,,,"3161","3",2021/01/01,./0.png
SEBJS045,A80,gtd,ocupacion,2016/08/11,N/A,arqueta,Bormujos,Sevilla,,,,,1,,,,,"3162","3",2021/01/01,./0.png
,CR,tesa,ocupacion,2013/10/14,,arqueta,Sevilla,Sevilla,,,,,3,,,,,"3163","3",2021/01/01,./0.png
POSTE189,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839908",la peña,1122008,4,,,,,"3164",,,./0.png
POSTE188BIS,C,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7840203",la peña,1122008,4,,,,,"3165",,,./0.png
POSTE191,C,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7840096",la peña,1122008,4,,,,,"3166",,,./0.png
POSTE190,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839907",la peña,1122008,4,,,,,"3167",,,./0.png
POSTE188,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839909",la peña,1122008,4,,,,,"3168",,,./0.png
AY0387,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3169",,,./0.png
CR 87 ,gLP,tesa,ocupacion,2016/09/22,SIN SUC,arqueta,Valencina de la Concepción,Sevilla,,,,,3,,,,,"3170","3",2021/01/01,./0.png
"5614378",D,tesa,ocupacion,2016/09/22,SIN SUC,arqueta,Valencina de la Concepción,Sevilla,,,,,3,,,,,"3171","3",2021/01/01,./0.png
CR 936,GEN,tesa,,,627SUCW22452019102100,arqueta,Bilbao,Vizcaya,,"2675060",,,0,,,,,"3172",,,./0.png
AY0392,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3173",,,./0.png
AY0391,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3174",,,./0.png
AY0409,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3175",,,./0.png
CR45,BR,tesa,ocupacion,,627SUCW77482016082200,arqueta,Espartinas,Sevilla,,,,,3,,,,,"3176","5",2021/01/01,./0.png
CR46,BR,tesa,ocupacion,,627SUCW77482016082200,arqueta,Espartinas,Sevilla,"10",,,,3,,,,,"3177","5",2021/01/01,./0.png
POSTE 29,TC1250,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3178","5",2021/01/01,./0.png
POSTE 28,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3179","5",2021/01/01,./0.png
POSTE 62,E,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3180","5",2021/01/01,./0.png
POSTE 31,D,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3181","5",2021/01/01,./0.png
POSTE 27,C,tesa,aereo,,627SUCW77812016082200,poste,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3182","5",2021/01/01,./0.png
AY0414,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3183",,,./0.png
AY0413,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3184",,,./0.png
AY0412,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3185",,,./0.png
AY0423,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3186",,,./0.png
AY0420,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3187",,,./0.png
AY0419,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3188",,,./0.png
CR30,GEN,tesa,ocupacion,2001/01/01,627SUCW04852017022700,arqueta,Puerto Real,Cadiz,,"8008778",San Fernando/Real,1115001,3,,,,,"3189",,,./0.png
AY0065,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3190",,,./0.png
AY0441,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3191",,,./0.png
AY0080,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,0,,,,,"3192",,,./0.png
AY0066,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3193",,,./0.png
AY0432,AA,ayuntamiento,ocupacion,,,arqueta,Ceuta,Ceuta,,,,,3,,,,,"3194",,,./0.png
CR 1374,GEN,tesa,,,627SUCW31122019062500,arqueta,Bilbao,Vizcaya,,"2681567",,,0,,,,,"3195",,,./0.png
CR 1375,GEN,tesa,,,627SUCW31122019062500,arqueta,Bilbao,Vizcaya,,"2681570",,,0,,,,,"3196",,,./0.png
CR 1376,GEN,tesa,,,627SUCW31122019062500,arqueta,Bilbao,Vizcaya,,"2681571",,,0,,,,,"3197",,,./0.png
"02",poste,tesa,aereo,2017/02/06,,poste,Villanueva del Ariscal,Sevilla,,,,,3,,,,,"3198","5",2021/01/01,./0.png
"03",poste,tesa,aereo,2017/02/06,,poste,Villanueva del Ariscal,Sevilla,,,,,3,,,,,"3199","5",2021/01/01,./0.png
CR52,BR,tesa,ocupacion,,627SUCW77962016082200,arqueta,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3200","5",2021/01/01,./0.png
CR51,BR,tesa,ocupacion,2017/02/08,627SUCW77962016082200,arqueta,Sanlucar la Mayor,Sevilla,"40",,,,3,,,,,"3201","5",2021/01/01,./0.png
CR41,BR,tesa,ocupacion,,627SUCW77332016082200,arqueta,Espartinas,Sevilla,,,,,3,,,,,"3202","5",2021/01/01,./0.png
CR42,BR,tesa,ocupacion,,627SUCW77482016082200,arqueta,Espartinas,Sevilla,"10",,,,3,,,,,"3203","5",2021/01/01,./0.png
CR43,JR,tesa,ocupacion,,627SUCW77482016082200,arqueta,Espartinas,Sevilla,,,,,3,,,,,"3204","5",2021/01/01,./0.png
CR40,PGEN,tesa,ocupacion,,627SUCW77202016082200,arqueta,Espartinas,Sevilla,"20",,,,3,,,,,"3205","5",2021/01/01,./0.png
CR176,gABP,tesa,ocupacion,2001/01/01,627SUCW04852017022700,arqueta,Puerto Real,Cadiz,,"8008901",San Fernando/Real,1115001,3,,,,,"3207",,,./0.png
POSTE195,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839905",la peña,1122008,4,,,,,"3208",,,./0.png
POSTE192,C,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7840140",la peña,1122008,4,,,,,"3209",,,./0.png
POSTE179,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839914",la peña,1122008,4,,,,,"3210",,,./0.png
POSTE182BIS,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7840192",la peña,1122008,4,,,,,"3211",,,./0.png
POSTE181,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7840191",la peña,1122008,4,,,,,"3212",,,./0.png
POSTE147,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839952",la peña,1122008,4,,,,,"3213",,,./0.png
POSTE142,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7840141",la peña,1122008,4,,,,,"3214",,,./0.png
POSTE141,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839957",la peña,1122008,4,,,,,"3215",,,./0.png
POSTE144,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839955",la peña,1122008,4,,,,,"3216",,,./0.png
POSTE143,D,tesa,aereo,2001/01/01,,poste,Tarifa,Cadiz,,"7839956",la peña,1122008,4,,,,,"3217",,,./0.png
CR93,gABP,tesa,ocupacion,2001/01/01,,arqueta,Algeciras,Cadiz,,"7840638",,,4,,,,,"3218",,,./0.png
POSTE290,TC1600,tesa,aereo,2001/01/01,,poste,Algeciras,Cadiz,,"7842593",,,4,,,,,"3219",,,./0.png
CR 272,GEN,tesa,,,627SUCW22452019102100,arqueta,Bilbao,Vizcaya,,"2675170",,,0,,,,,"3220",,,./0.png
CR50,BR,tesa,ocupacion,,627SUCW77962016082200,arqueta,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3221","5",2021/01/01,./0.png
CR4,JP,tesa,ocupacion,,627SUCW77962016082200,arqueta,Sanlucar la Mayor,Sevilla,,,,,3,,,,,"3222","5",2021/01/01,./0.png
CR2,JP,tesa,ocupacion,2017/02/08,627SUCW77962016082200,arqueta,Sanlucar la Mayor,Sevilla,"20",,,,3,,,,,"3223","5",2021/01/01,./0.png
